City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
Dallas, TX,#LGBTQRights,Sat Jun 13 20:28:20 +0000 2020,32.7936,-96.7662,#9A6324,1524,5733259,1
Claremore, OK,#TulsaTrumpRally,Sat Jun 13 20:29:51 +0000 2020,36.3143,-95.6101,#f032e6,489,25365,1
Kenosha, WI,#LGBTQRights,Sat Jun 13 20:35:48 +0000 2020,42.5864,-87.8762,#9A6324,1381,124888,1
South Carolina, USA,#BlueLivesMurder,Sat Jun 13 20:39:45 +0000 2020,34.02741447,-81.11013807,#dbcbd8,310.6446701,11497.96447,1
Charleston, SC,#Feminism,Sat Jun 13 20:40:07 +0000 2020,32.8151,-79.963,#7ebce6,470,616085,1
Los Angeles, CA,#Feminism,Sat Jun 13 20:40:20 +0000 2020,34.1139,-118.4068,#7ebce6,3295,12815475,1
Springfield, IL,#LGBTQRights,Sat Jun 13 20:41:17 +0000 2020,39.771,-89.6537,#9A6324,727,159394,1
Seminole, FL,#Copslivesmatter,Sat Jun 13 20:41:17 +0000 2020,27.8434,-82.7839,#808000,1391,18576,1
Dallas, TX,#Copslivesmatter,Sat Jun 13 20:41:34 +0000 2020,32.7936,-96.7662,#808000,1524,5733259,1
Ohio, USA,#AbortionIsMurder,Sat Jun 13 20:50:57 +0000 2020,40.35181636,-82.80448713,#469990,549.1569767,11432.45266,2
Kentucky, USA,#AbortionIsMurder,Sat Jun 13 20:52:06 +0000 2020,37.77555102,-85.40921099,#469990,543.3631285,6122.759777,1
Cincinnati, OH,#blackconservative,Sat Jun 13 20:59:15 +0000 2020,39.1412,-84.506,#fabed4,1493,1648254,1
California, USA,#redpill,Sat Jun 13 21:01:03 +0000 2020,36.92493894,-120.1874709,#3cb44b,956.995814,39607.22724,1
West Hollywood, CA,#redpill,Sat Jun 13 21:04:40 +0000 2020,34.0883,-118.3719,#3cb44b,7584,37080,1
Folsom, CA,#redpill,Sat Jun 13 21:08:31 +0000 2020,38.6669,-121.1422,#3cb44b,1083,78038,1
Milwaukee, WI,#BlueLivesMurder,Sat Jun 13 21:09:28 +0000 2020,43.0642,-87.9673,#dbcbd8,2389,1377808,1
Arlington, VA,#LGBTQRights,Sat Jun 13 21:10:00 +0000 2020,38.8786,-77.1011,#9A6324,3408,229534,2
Midlothian, TX,#AbortionIsMurder,Sat Jun 13 21:11:34 +0000 2020,32.4718,-96.9877,#469990,183,25254,1
Oklahoma, USA,#ProChoice,Sat Jun 13 21:13:36 +0000 2020,35.55583016,-96.74808981,#ff8427,230.9456522,4969.266304,1
Florida, USA,#TulsaTrumpRally,Sat Jun 13 21:18:10 +0000 2020,28.1400878,-82.12263066,#f032e6,927.0826374,33241.92747,3
Denver, CO,#Feminism,Sat Jun 13 21:22:00 +0000 2020,39.7621,-104.8759,#7ebce6,1774,2787266,1
Georgia, USA,#redpill,Sat Jun 13 21:22:03 +0000 2020,32.96564403,-83.57147565,#3cb44b,315.7548387,17340.27419,1
Washington, DC,#Feminism,Sat Jun 13 21:22:22 +0000 2020,38.9047,-77.0163,#7ebce6,4382,5289420,1
Missouri, USA,#IllegalAliens,Sat Jun 13 21:26:17 +0000 2020,38.46613427,-92.43911626,#aaffc3,405.1566312,7224.933204,1
Chula Vista, CA,#Feminism,Sat Jun 13 21:26:28 +0000 2020,32.6281,-117.0145,#7ebce6,2104,270471,1
South Carolina, USA,#AbortionIsMurder,Sat Jun 13 21:29:39 +0000 2020,34.02741447,-81.11013807,#469990,310.6446701,11497.96447,1
Nashville, TN,#ProChoice,Sat Jun 13 21:32:15 +0000 2020,36.1715,-86.7843,#ff8427,541,1076645,1
Salt Lake City, Utah,#Republican,Sat Jun 13 21:33:12 +0000 2020,40.7774,-111.93,#911eb4,696,1098400,1
Connecticut, USA,#IllegalAliens,Sat Jun 13 21:34:13 +0000 2020,41.55448839,-72.68079196,#aaffc3,749.8392857,36364.16964,1
Pennsylvania, USA,#Republican,Sat Jun 13 21:42:22 +0000 2020,40.62121128,-77.63372888,#911eb4,782.3564815,9051.620949,1
Texas, USA,#Feminism,Sat Jun 13 21:44:22 +0000 2020,30.6543695,-97.80444208,#7ebce6,467.0797439,19220.27823,2
Texas, USA,#redpill,Sat Jun 13 21:44:22 +0000 2020,30.6543695,-97.80444208,#3cb44b,467.0797439,19220.27823,2
Conroe, TX,#redpill,Sat Jun 13 21:45:47 +0000 2020,30.3224,-95.482,#3cb44b,464,84378,1
Oregon, USA,#LGBTQRights,Sat Jun 13 21:47:33 +0000 2020,44.56224297,-122.0184233,#9A6324,621.6392573,13825.60212,1
Bone Gap, Illinois,#TulsaTrumpRally,Sat Jun 13 21:48:49 +0000 2020,38.4449,-87.9975,#f032e6,152,237,1
Oakland, California,#Feminism,Sat Jun 13 21:49:33 +0000 2020,37.7903,-122.2165,#7ebce6,2937,425195,1
Fairfield Glade, TN,#TulsaTrumpRally,Sat Jun 13 21:51:32 +0000 2020,36.0028,-84.8711,#f032e6,139,8217,1
Mississippi, USA,#Republican,Sat Jun 13 21:55:45 +0000 2020,32.89795845,-89.61042659,#911eb4,238.1468144,5752.022161,1
Florida, USA,#TulsaTrumpRally,Sat Jun 13 21:56:41 +0000 2020,28.1400878,-82.12263066,#f032e6,927.0826374,33241.92747,3
Arizona, USA,#redpill,Sat Jun 13 21:57:22 +0000 2020,33.87252332,-111.5864426,#3cb44b,204.7286996,21483.22422,1
San Antonio, TX,#TulsaTrumpRally,Sat Jun 13 21:57:55 +0000 2020,29.4658,-98.5254,#f032e6,1204,2002530,1
Colorado, USA,#TulsaTrumpRally,Sat Jun 13 21:58:17 +0000 2020,39.18856198,-105.2954387,#f032e6,446.1802198,16481.65275,1
Florida, USA,#Republican,Sat Jun 13 21:59:09 +0000 2020,28.1400878,-82.12263066,#911eb4,927.0826374,33241.92747,1
 NC,Shooting Creek,#redpill,Sat Jun 13 21:59:18 +0000 2020,35.43980951,-79.32081359,#3cb44b,296.3206522,12504.38587,1
Huntsville, AL,#ProChoice,Sat Jun 13 22:00:20 +0000 2020,34.6988,-86.6412,#ff8427,350,309716,1
Sweetwater, TX,#TulsaTrumpRally,Sat Jun 13 22:00:29 +0000 2020,32.4693,-100.4092,#f032e6,368,9940,1
Georgia, USA,#Republican,Sat Jun 13 22:01:02 +0000 2020,32.96564403,-83.57147565,#911eb4,315.7548387,17340.27419,1
Chicago, IL,#BlueLivesMurder,Sat Jun 13 22:01:25 +0000 2020,41.8373,-87.6862,#dbcbd8,4612,8675982,1
South Dakota, USA,#AbortionIsMurder,Sat Jun 13 22:02:12 +0000 2020,44.28062041,-98.9464477,#469990,235.9311224,1732.022959,1
Texas, USA,#Republican,Sat Jun 13 22:02:18 +0000 2020,30.6543695,-97.80444208,#911eb4,467.0797439,19220.27823,1
Drexel Hill, PA,#DisarmthePolice,Sat Jun 13 22:03:17 +0000 2020,39.9495,-75.3039,#562c2c,3412,28246,1
Fuquay-Varina, NC,#TulsaTrumpRally,Sat Jun 13 22:03:35 +0000 2020,35.5961,-78.7807,#f032e6,781,27906,1
Detroit, MI,#Republican,Sat Jun 13 22:04:00 +0000 2020,42.3834,-83.1024,#911eb4,1873,3522206,1
Brooklyn, NY,#redpill,Sat Jun 13 22:06:43 +0000 2020,40.6501,-73.9496,#3cb44b,14606,2629150,1
Austin, TX,#Republican,Sat Jun 13 22:13:38 +0000 2020,30.3006,-97.7517,#911eb4,1144,1638716,1
Oswego, NY,#Republican,Sat Jun 13 22:14:27 +0000 2020,43.4516,-76.5005,#911eb4,885,37917,1
New York, NY,#Republican,Sat Jun 13 22:14:51 +0000 2020,40.6943,-73.9249,#911eb4,11083,19354922,1
Wisconsin, USA,#Republican,Sat Jun 13 22:15:20 +0000 2020,44.15892607,-89.66840869,#911eb4,323.3592737,7699.124514,1
Federal Way, WA,#Feminism,Sat Jun 13 22:16:19 +0000 2020,47.309,-122.3359,#7ebce6,1679,96690,1
Santa Barbara, CA,#Republican,Sat Jun 13 22:16:52 +0000 2020,34.4285,-119.7202,#911eb4,1823,204034,1
Virginia, USA,#masculinity,Sat Jun 13 22:17:38 +0000 2020,37.7647657,-78.37606126,#f58231,544.5238908,13988.1314,1
Arkansas, USA,#TulsaTrumpRally,Sat Jun 13 22:17:40 +0000 2020,35.0755365,-92.35809255,#f032e6,199.726257,4858.420857,1
Blue Earth, MN,#LGBTQRights,Sat Jun 13 22:20:45 +0000 2020,43.6404,-94.1004,#9A6324,381,3045,1
Los Angeles, CA,#redpill,Sat Jun 13 22:20:58 +0000 2020,34.1139,-118.4068,#3cb44b,3295,12815475,1
Texas, USA,#redpill,Sat Jun 13 22:22:25 +0000 2020,30.6543695,-97.80444208,#3cb44b,467.0797439,19220.27823,2
Florida, USA,#AbortionIsMurder,Sat Jun 13 22:24:00 +0000 2020,28.1400878,-82.12263066,#469990,927.0826374,33241.92747,2
Gulf Shores, Alabama,#AbortionIsMurder,Sat Jun 13 22:27:43 +0000 2020,30.2758,-87.7014,#469990,162,11809,1
Gulf Shores, Alabama,#AbortionIsRacist,Sat Jun 13 22:27:43 +0000 2020,30.2758,-87.7014,#fffac8,162,11809,1
Hillsboro, OR,#TulsaTrumpRally,Sat Jun 13 22:27:59 +0000 2020,45.5272,-122.936,#f032e6,1606,106894,1
Santa Cruz, CA,#IllegalAliens,Sat Jun 13 22:29:22 +0000 2020,36.9789,-122.0346,#aaffc3,1970,177556,1
Missouri, USA,#Republican,Sat Jun 13 22:30:35 +0000 2020,38.46613427,-92.43911626,#911eb4,405.1566312,7224.933204,2
Florida, USA,#TulsaTrumpRally,Sat Jun 13 22:35:52 +0000 2020,28.1400878,-82.12263066,#f032e6,927.0826374,33241.92747,3
Cumming, GA,#redpill,Sat Jun 13 22:37:30 +0000 2020,34.2064,-84.1337,#3cb44b,362,6284,1
Utah, USA,#Copslivesmatter,Sat Jun 13 22:37:51 +0000 2020,39.86944753,-111.7418315,#808000,364.6358025,14984.16049,1
Bradenton, FL,#policereforms,Sat Jun 13 22:38:17 +0000 2020,27.49,-82.574,#bfef45,1512,56508,1
Florida, USA,#AbortionIsMurder,Sat Jun 13 22:43:54 +0000 2020,28.1400878,-82.12263066,#469990,927.0826374,33241.92747,2
Atlanta, Georgia,#TulsaTrumpRally,Sat Jun 13 22:44:01 +0000 2020,33.7627,-84.4225,#f032e6,1384,5228750,2
Brooklyn, NY,#BlueLivesMurder,Sat Jun 13 22:44:10 +0000 2020,40.6501,-73.9496,#dbcbd8,14606,2629150,1
New Jersey, USA,#Republican,Sat Jun 13 22:44:43 +0000 2020,40.32016673,-74.52402218,#911eb4,1469.239006,10892.99809,1
Wisconsin, USA,#DisarmthePolice,Sat Jun 13 22:46:02 +0000 2020,44.15892607,-89.66840869,#562c2c,323.3592737,7699.124514,1
Florida, USA,#ProLife,Sat Jun 13 22:46:50 +0000 2020,28.1400878,-82.12263066,#564787,927.0826374,33241.92747,2
Kansas, USA,#LGBTQRights,Sat Jun 13 22:48:32 +0000 2020,38.51746657,-97.3382006,#9A6324,346.3432836,3861.055224,2
Dallas, TX,#ProLife,Sat Jun 13 22:48:56 +0000 2020,32.7936,-96.7662,#564787,1524,5733259,2
Missouri, USA,#ProLife,Sat Jun 13 22:51:10 +0000 2020,38.46613427,-92.43911626,#564787,405.1566312,7224.933204,1
New Jersey, USA,#ProLife,Sat Jun 13 22:52:27 +0000 2020,40.32016673,-74.52402218,#564787,1469.239006,10892.99809,1
Oregon, USA,#Republican,Sat Jun 13 22:53:01 +0000 2020,44.56224297,-122.0184233,#911eb4,621.6392573,13825.60212,1
Portland, OR,#DisarmthePolice,Sat Jun 13 22:56:20 +0000 2020,45.5371,-122.65,#562c2c,1874,2052796,3
Ohio, USA,#AbortionIsMurder,Sat Jun 13 22:56:39 +0000 2020,40.35181636,-82.80448713,#469990,549.1569767,11432.45266,2
Arlington, TX,#Republican,Sat Jun 13 22:57:41 +0000 2020,32.6998,-97.1251,#911eb4,1597,396394,1
Washington, DC,#ProLife,Sat Jun 13 22:58:10 +0000 2020,38.9047,-77.0163,#564787,4382,5289420,2
New Jersey, USA,#LGBTQRights,Sat Jun 13 23:01:20 +0000 2020,40.32016673,-74.52402218,#9A6324,1469.239006,10892.99809,3
Hawaii, USA,#redpill,Sat Jun 13 23:01:21 +0000 2020,20.90046846,-157.1782356,#3cb44b,808.9395973,12342.61745,1
Sebastian, FL,#ProLife,Sat Jun 13 23:03:17 +0000 2020,27.7883,-80.4815,#564787,715,25174,1
Lubbock, TX,#ProLife,Sat Jun 13 23:03:38 +0000 2020,33.5642,-101.8871,#564787,767,262505,1
Philadelphia, PA,#Republican,Sat Jun 13 23:06:26 +0000 2020,40.0077,-75.1339,#911eb4,4547,5637884,1
Delaware, USA,#ProLife,Sat Jun 13 23:06:37 +0000 2020,39.13633766,-75.48757013,#564787,694.2597403,7244.25974,1
California, USA,#LGBTQRights,Sat Jun 13 23:09:12 +0000 2020,36.92493894,-120.1874709,#9A6324,956.995814,39607.22724,1
Virginia, USA,#TulsaTrumpRally,Sat Jun 13 23:10:51 +0000 2020,37.7647657,-78.37606126,#f032e6,544.5238908,13988.1314,1
Los Angeles, CA,#ProLife,Sat Jun 13 23:11:43 +0000 2020,34.1139,-118.4068,#564787,3295,12815475,2
Florida, USA,#redpill,Sat Jun 13 23:12:38 +0000 2020,28.1400878,-82.12263066,#3cb44b,927.0826374,33241.92747,1
California, USA,#Republican,Sat Jun 13 23:12:57 +0000 2020,36.92493894,-120.1874709,#911eb4,956.995814,39607.22724,1
Charlotte, NC,#ProLife,Sat Jun 13 23:13:19 +0000 2020,35.2079,-80.8304,#564787,1081,1467362,1
Sarasota, FL,#redpill,Sat Jun 13 23:13:24 +0000 2020,27.3386,-82.543,#3cb44b,1494,706245,1
West Virginia, USA,#IllegalAliens,Sat Jun 13 23:15:10 +0000 2020,38.60089109,-80.84658366,#aaffc3,363.8737624,3405.658416,1
North Carolina, USA,#ProLife,Sat Jun 13 23:15:46 +0000 2020,35.43980951,-79.32081359,#564787,296.3206522,12504.38587,1
Queens, NY,#ProLife,Sat Jun 13 23:16:48 +0000 2020,40.7498,-73.7976,#564787,8247,2333054,1
New Jersey, USA,#redpill,Sat Jun 13 23:18:06 +0000 2020,40.32016673,-74.52402218,#3cb44b,1469.239006,10892.99809,1
Honolulu, HI,#ProLife,Sat Jun 13 23:18:28 +0000 2020,21.3294,-157.846,#564787,2234,833671,1
Radcliffe,Iowa,#ProLife,Sat Jun 13 23:18:45 +0000 2020,42.3177,-93.4343,#564787,205,531,1
Texarkana, TX,#ProLife,Sat Jun 13 23:19:31 +0000 2020,33.4487,-94.0815,#564787,496,80145,1
Los Angeles, CA,#ProLife,Sat Jun 13 23:19:44 +0000 2020,34.1139,-118.4068,#564787,3295,12815475,2
New York, USA,#ProLife,Sat Jun 13 23:21:33 +0000 2020,42.11192215,-75.02628554,#564787,970.2613531,35076.80816,1
Texas, USA,#Democrat,Sat Jun 13 23:22:24 +0000 2020,30.6543695,-97.80444208,#42d4f4,467.0797439,19220.27823,3
Arkansas, USA,#Democrat,Sat Jun 13 23:23:53 +0000 2020,35.0755365,-92.35809255,#42d4f4,199.726257,4858.420857,1
Atlanta, GA,#Feminism,Sat Jun 13 23:24:07 +0000 2020,33.7627,-84.4225,#7ebce6,1384,5228750,1
Florida, USA,#ProLife,Sat Jun 13 23:25:15 +0000 2020,28.1400878,-82.12263066,#564787,927.0826374,33241.92747,2
Las Vegas, NV,#Democrat,Sat Jun 13 23:25:36 +0000 2020,36.2333,-115.2654,#42d4f4,1747,2073045,1
Louisiana, USA,#TulsaTrumpRally,Sat Jun 13 23:26:50 +0000 2020,30.98162089,-91.83754515,#f032e6,337.1308017,10326.88819,1
Santa Ana, CA,#Equality,Sat Jun 13 23:28:30 +0000 2020,33.7366,-117.8819,#8980f5,4715,334136,1
Phoenix, Arizona,#Equality,Sat Jun 13 23:29:02 +0000 2020,33.5722,-112.0891,#8980f5,1212,4081849,1
Georgia, USA,#LGBTQRights,Sat Jun 13 23:29:12 +0000 2020,32.96564403,-83.57147565,#9A6324,315.7548387,17340.27419,1
Montana, USA,#WhiteLivesMatter,Sat Jun 13 23:29:23 +0000 2020,47.08978039,-110.9596541,#e6194B,213.3701657,2255.157459,1
Santa Barbara, CA,#WhiteLivesMatter,Sat Jun 13 23:29:56 +0000 2020,34.4285,-119.7202,#e6194B,1823,204034,1
Santa Barbara, CA,#AbortionIsMurder,Sat Jun 13 23:29:56 +0000 2020,34.4285,-119.7202,#469990,1823,204034,1
Fairhope, Alabama,#Republican,Sat Jun 13 23:30:09 +0000 2020,30.522,-87.8816,#911eb4,582,20935,1
Castro Valley, CA,#WhiteLivesMatter,Sat Jun 13 23:30:23 +0000 2020,37.7092,-122.0632,#e6194B,1480,63625,1
Florida, USA,#Democrat,Sat Jun 13 23:31:10 +0000 2020,28.1400878,-82.12263066,#42d4f4,927.0826374,33241.92747,1
North Adams, MA,#Democrat,Sat Jun 13 23:31:30 +0000 2020,42.6844,-73.1166,#42d4f4,246,17477,1
Ohio, USA,#WhiteLivesMatter,Sat Jun 13 23:31:53 +0000 2020,40.35181636,-82.80448713,#e6194B,549.1569767,11432.45266,1
Baltimore, MD,#WhiteLivesMatter,Sat Jun 13 23:32:01 +0000 2020,39.3051,-76.6144,#e6194B,2917,2170504,1
Reno, NV,#Democrat,Sat Jun 13 23:32:37 +0000 2020,39.5497,-119.8483,#42d4f4,884,433271,1
Delaware, USA,#AbortionIsMurder,Sat Jun 13 23:33:42 +0000 2020,39.13633766,-75.48757013,#469990,694.2597403,7244.25974,1
Missouri, USA,#Republican,Sat Jun 13 23:33:59 +0000 2020,38.46613427,-92.43911626,#911eb4,405.1566312,7224.933204,2
Missouri, USA,#Democrat,Sat Jun 13 23:33:59 +0000 2020,38.46613427,-92.43911626,#42d4f4,405.1566312,7224.933204,1
Westbrook, ME,#Republican,Sat Jun 13 23:34:07 +0000 2020,43.6954,-70.3539,#911eb4,420,18730,1
Cape Coral, FL,#ProLife,Sat Jun 13 23:34:24 +0000 2020,26.6445,-81.9955,#564787,669,630134,1
Michigan, USA,#Equality,Sat Jun 13 23:34:43 +0000 2020,43.47372116,-84.86635913,#8980f5,503.2115942,15115.93768,1
Texas, USA,#WhiteLivesMatter,Sat Jun 13 23:35:05 +0000 2020,30.6543695,-97.80444208,#e6194B,467.0797439,19220.27823,1
California, USA,#WhiteLivesMatter,Sat Jun 13 23:35:23 +0000 2020,36.92493894,-120.1874709,#e6194B,956.995814,39607.22724,1
Brewer, ME,#WhiteLivesMatter,Sat Jun 13 23:35:27 +0000 2020,44.7835,-68.7352,#e6194B,229,9043,1
Washington, USA,#WhiteLivesMatter,Sat Jun 13 23:35:52 +0000 2020,47.34480645,-121.3815208,#e6194B,521.5129032,16346.75484,1
Cibolo, TX,#Democrat,Sat Jun 13 23:37:10 +0000 2020,29.564,-98.2125,#42d4f4,547,29249,1
Los Angeles, CA,Feminazi,Sat Jun 13 23:37:11 +0000 2020,34.1139,-118.4068,#69d1c5,3295,12815475,1
Illinois, USA,#WhiteLivesMatter,Sat Jun 13 23:37:22 +0000 2020,40.33568556,-89.03020462,#e6194B,554.2741935,13391.53886,1
Columbus, OH,#WhiteLivesMatter,Sat Jun 13 23:37:46 +0000 2020,39.986,-82.9851,#e6194B,1551,1528314,1
Tulsa, OK,#Democrat,Sat Jun 13 23:38:53 +0000 2020,36.1284,-95.9043,#42d4f4,785,672054,1
Curwensville, PA,#Equality,Sat Jun 13 23:39:10 +0000 2020,40.9735,-78.5189,#8980f5,418,2612,1
Texas, USA,#Democrat,Sat Jun 13 23:39:59 +0000 2020,30.6543695,-97.80444208,#42d4f4,467.0797439,19220.27823,3
New York, USA,#Equality,Sat Jun 13 23:40:07 +0000 2020,42.11192215,-75.02628554,#8980f5,970.2613531,35076.80816,1
New York, USA,#LGBTQRights,Sat Jun 13 23:40:07 +0000 2020,42.11192215,-75.02628554,#9A6324,970.2613531,35076.80816,3
Colorado, USA,#Equality,Sat Jun 13 23:40:11 +0000 2020,39.18856198,-105.2954387,#8980f5,446.1802198,16481.65275,2
Alabama, USA,#TulsaTrumpRally,Sat Jun 13 23:40:49 +0000 2020,32.94153134,-86.74674229,#f032e6,145.0496575,7362.020548,1
Kansas, USA,#LGBTQRights,Sat Jun 13 23:41:16 +0000 2020,38.51746657,-97.3382006,#9A6324,346.3432836,3861.055224,2
Clemson, SC,#Equality,Sat Jun 13 23:41:39 +0000 2020,34.6838,-82.8124,#8980f5,851,16649,1
Colorado, USA,#ProLife,Sat Jun 13 23:41:42 +0000 2020,39.18856198,-105.2954387,#564787,446.1802198,16481.65275,1
Colorado, USA,#Democrat,Sat Jun 13 23:42:16 +0000 2020,39.18856198,-105.2954387,#42d4f4,446.1802198,16481.65275,1
Colorado Springs, CO,#Equality,Sat Jun 13 23:42:28 +0000 2020,38.8674,-104.7606,#8980f5,919,623946,1
Philadelphia, PA,#Equality,Sat Jun 13 23:42:31 +0000 2020,40.0077,-75.1339,#8980f5,4547,5637884,1
Texas, USA,#Democrat,Sat Jun 13 23:43:03 +0000 2020,30.6543695,-97.80444208,#42d4f4,467.0797439,19220.27823,3
Elk Grove, California,#LGBTQRights,Sat Jun 13 23:43:08 +0000 2020,38.416,-121.384,#9A6324,1580,171844,1
Kissimmee, FL,#Democrat,Sat Jun 13 23:44:08 +0000 2020,28.3042,-81.4164,#42d4f4,1318,374231,1
Oklahoma City, OK,#Democrat,Sat Jun 13 23:44:33 +0000 2020,35.4676,-97.5137,#42d4f4,409,955998,1
Pasadena, CA,#LGBTQRights,Sat Jun 13 23:45:38 +0000 2020,34.1597,-118.139,#9A6324,2398,142647,1
Bentonville, AR,#Equality,Sat Jun 13 23:45:44 +0000 2020,36.355,-94.2299,#8980f5,572,49298,1
California, USA,#Democrat,Sat Jun 13 23:46:02 +0000 2020,36.92493894,-120.1874709,#42d4f4,956.995814,39607.22724,2
Royse City, TX,#Democrat,Sat Jun 13 23:46:03 +0000 2020,32.9764,-96.3192,#42d4f4,285,12567,1
Orlando, FL,#WhiteLivesMatter,Sat Jun 13 23:46:46 +0000 2020,28.4772,-81.3369,#e6194B,982,1776841,1
Illinois, USA,#ProLife,Sat Jun 13 23:47:06 +0000 2020,40.33568556,-89.03020462,#564787,554.2741935,13391.53886,1
Santa Fe, NM,#Democrat,Sat Jun 13 23:47:24 +0000 2020,35.6619,-105.9819,#42d4f4,619,110078,1
Illinois, USA,#Democrat,Sat Jun 13 23:47:44 +0000 2020,40.33568556,-89.03020462,#42d4f4,554.2741935,13391.53886,1
Ohio, USA,#TulsaTrumpRally,Sat Jun 13 23:49:54 +0000 2020,40.35181636,-82.80448713,#f032e6,549.1569767,11432.45266,1
Texas, USA,#Feminism,Sat Jun 13 23:50:12 +0000 2020,30.6543695,-97.80444208,#7ebce6,467.0797439,19220.27823,2
Fort Lauderdale, Florida,#Democrat,Sat Jun 13 23:51:12 +0000 2020,26.1412,-80.1464,#42d4f4,2010,180072,1
Edgefield, SC,#Equality,Sat Jun 13 23:51:24 +0000 2020,33.7871,-81.9292,#8980f5,437,4566,1
Ohio, USA,#Feminism,Sat Jun 13 23:51:36 +0000 2020,40.35181636,-82.80448713,#7ebce6,549.1569767,11432.45266,1
Susanville, CA,#Equality,Sat Jun 13 23:51:57 +0000 2020,40.4205,-120.6129,#8980f5,744,8783,1
Portland, OR,#Equality,Sat Jun 13 23:52:19 +0000 2020,45.5371,-122.65,#8980f5,1874,2052796,1
South Carolina, USA,#ProLife,Sat Jun 13 23:52:41 +0000 2020,34.02741447,-81.11013807,#564787,310.6446701,11497.96447,1
California, USA,#Equality,Sat Jun 13 23:53:05 +0000 2020,36.92493894,-120.1874709,#8980f5,956.995814,39607.22724,1
Texas, USA,#ProLife,Sat Jun 13 23:53:07 +0000 2020,30.6543695,-97.80444208,#564787,467.0797439,19220.27823,3
South Carolina, USA,#Equality,Sat Jun 13 23:53:58 +0000 2020,34.02741447,-81.11013807,#8980f5,310.6446701,11497.96447,1
California, USA,#Democrat,Sat Jun 13 23:54:07 +0000 2020,36.92493894,-120.1874709,#42d4f4,956.995814,39607.22724,2
Texas, USA,#ProLife,Sat Jun 13 23:54:27 +0000 2020,30.6543695,-97.80444208,#564787,467.0797439,19220.27823,3
Las Vegas, NV,#onlyfans,Sat Jun 13 23:54:39 +0000 2020,36.2333,-115.2654,#3ba99c,1747,2073045,1
Delaware, USA,AllLivesMatter,Sat Jun 13 23:55:46 +0000 2020,39.13633766,-75.48757013,#ffe119,694.2597403,7244.25974,1
Arizona, USA,#TulsaTrumpRally,Sat Jun 13 23:56:04 +0000 2020,33.87252332,-111.5864426,#f032e6,204.7286996,21483.22422,1
Arizona, USA,#onlyfans,Sat Jun 13 23:56:14 +0000 2020,33.87252332,-111.5864426,#3ba99c,204.7286996,21483.22422,1
Storrs, CT,#onlyfans,Sat Jun 13 23:56:21 +0000 2020,41.8045,-72.2552,#3ba99c,1110,16077,1
Portland, Oregon,AllLivesMatter,Sat Jun 13 23:56:23 +0000 2020,45.5371,-122.65,#ffe119,1874,2052796,1
Arkansas, USA,AllLivesMatter,Sat Jun 13 23:56:36 +0000 2020,35.0755365,-92.35809255,#ffe119,199.726257,4858.420857,1
Kentucky, USA,#onlyfans,Sat Jun 13 23:57:03 +0000 2020,37.77555102,-85.40921099,#3ba99c,543.3631285,6122.759777,1
North Carolina, USA,#onlyfans,Sat Jun 13 23:57:04 +0000 2020,35.43980951,-79.32081359,#3ba99c,296.3206522,12504.38587,2
Maryland, USA,AllLivesMatter,Sat Jun 13 23:57:06 +0000 2020,39.09669125,-76.99463502,#ffe119,843.9649805,13387.10117,1
Massachusetts, USA,AllLivesMatter,Sat Jun 13 23:57:15 +0000 2020,42.08924752,-71.18091206,#ffe119,1008.886525,63636.99291,1
North Carolina, USA,#onlyfans,Sat Jun 13 23:57:21 +0000 2020,35.43980951,-79.32081359,#3ba99c,296.3206522,12504.38587,2
Los Angeles, CA,AllLivesMatter,Sat Jun 13 23:57:23 +0000 2020,34.1139,-118.4068,#ffe119,3295,12815475,1
Alabama, USA,#Democrat,Sat Jun 13 23:57:33 +0000 2020,32.94153134,-86.74674229,#42d4f4,145.0496575,7362.020548,1
Beverly Hills, CA,AllLivesMatter,Sat Jun 13 23:57:46 +0000 2020,34.0786,-118.4021,#ffe119,2332,34484,1
Oregon, USA,#Democrat,Sat Jun 13 23:57:50 +0000 2020,44.56224297,-122.0184233,#42d4f4,621.6392573,13825.60212,1
Austin, Texas,#MAGA,Sat Jun 13 23:58:04 +0000 2020,30.3006,-97.7517,#ffc800,1144,1638716,1
Tennessee, USA,#Democrat,Sat Jun 13 23:58:08 +0000 2020,35.82854061,-86.25442746,#42d4f4,230.8615023,14237.33099,1
Madison, GA,#MAGA,Sat Jun 13 23:58:10 +0000 2020,33.579,-83.4758,#ffc800,180,4517,1
Eden, WI,#Democrat,Sat Jun 13 23:58:10 +0000 2020,43.6928,-88.3642,#42d4f4,578,900,1
Indianapolis, IN,AllLivesMatter,Sat Jun 13 23:58:12 +0000 2020,39.7771,-86.1458,#ffe119,921,1564699,1
Colorado, USA,AllLivesMatter,Sat Jun 13 23:58:20 +0000 2020,39.18856198,-105.2954387,#ffe119,446.1802198,16481.65275,1
New York, NY,#MAGA,Sat Jun 13 23:58:21 +0000 2020,40.6943,-73.9249,#ffc800,11083,19354922,1
Frederick, SD ,#MAGA,Sat Jun 13 23:58:21 +0000 2020,45.8321,-98.5069,#ffc800,198,200,1
Portland, OR,#MAGA,Sat Jun 13 23:58:22 +0000 2020,45.5371,-122.65,#ffc800,1874,2052796,1
Dallas, TX,#ProChoice,Sat Jun 13 23:58:22 +0000 2020,32.7936,-96.7662,#ff8427,1524,5733259,1
