Index,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
1,Raleigh, NC,#onlyfans,Sun Jun 21 12:12:04 +0000 2020,35.8324,-78.6438,#3ba99c,1235.0,1018336.0,1
3,Atlanta, GA,#onlyfans,Sun Jun 21 12:11:47 +0000 2020,33.7627,-84.4225,#3ba99c,1384.0,5228750.0,1
9,Goodwin,SD,#onlyfans,Sun Jun 21 12:10:49 +0000 2020,44.8775,-96.8497,#3ba99c,118.0,145.0,1
11,Los Angeles, CA,#onlyfans,Sun Jun 21 12:10:41 +0000 2020,34.1139,-118.4068,#3ba99c,3295.0,12815475.0,1
18,Kansas City, MO,#onlyfans,Sun Jun 21 12:07:30 +0000 2020,39.1239,-94.5541,#3ba99c,599.0,1615621.0,1
20,Katy, TX,Feminazi,Sun Jun 21 12:04:20 +0000 2020,29.7905,-95.8353,#69d1c5,485.0,18282.0,1
25,Mountain View, CA,Feminazi,Sun Jun 21 11:40:51 +0000 2020,37.4,-122.0796,#69d1c5,2622.0,81438.0,1
43,Philadelphia, PA,#Feminism,Sun Jun 21 12:01:38 +0000 2020,40.0077,-75.1339,#7ebce6,4547.0,5637884.0,1
51,Portland, ME,#Feminism,Sun Jun 21 11:22:42 +0000 2020,43.6773,-70.2715,#7ebce6,1197.0,206023.0,1
72,Nevada, USA,#Equality,Sun Jun 21 12:06:09 +0000 2020,38.783906106870226,-117.30850076335878,#8980f5,249.95419847328245,33847.93893129771,1
74,New Orleans, LA,#Equality,Sun Jun 21 12:05:07 +0000 2020,30.0687,-89.9288,#8980f5,896.0,1029123.0,1
77,Miami Beach, FL,#Equality,Sun Jun 21 12:03:43 +0000 2020,25.8171,-80.1396,#8980f5,4633.0,92307.0,1
80,Petersburg, VA,#Equality,Sun Jun 21 12:03:00 +0000 2020,37.2043,-77.3913,#8980f5,539.0,31750.0,1
82,Mississippi, USA,#Equality,Sun Jun 21 11:59:10 +0000 2020,32.897958448753464,-89.6104265927978,#8980f5,238.14681440443212,5752.02216066482,1
86,Washington, DC,#Equality,Sun Jun 21 11:50:16 +0000 2020,38.9047,-77.0163,#8980f5,4382.0,5289420.0,1
90,Massachusetts, USA,#Equality,Sun Jun 21 11:42:35 +0000 2020,42.08924751773049,-71.18091205673758,#8980f5,1008.886524822695,63636.99290780142,1
91,Miami, FL,#Equality,Sun Jun 21 11:42:28 +0000 2020,25.7839,-80.2102,#8980f5,4969.0,6381966.0,2
93,Las Vegas, NV,#Equality,Sun Jun 21 11:35:26 +0000 2020,36.2333,-115.2654,#8980f5,1747.0,2073045.0,1
96,Michigan City , Indiana ,#Equality,Sun Jun 21 11:29:07 +0000 2020,41.7098,-86.8705,#8980f5,609.0,65144.0,1
97,Miami, FL,#Equality,Sun Jun 21 11:27:31 +0000 2020,25.7839,-80.2102,#8980f5,4969.0,6381966.0,2
103,Longview, TX,#Equality,Sun Jun 21 11:14:10 +0000 2020,32.5192,-94.7622,#8980f5,565.0,100196.0,1
104,Miami, FL,#BLM,Sun Jun 21 00:59:00 +0000 2020,25.7839,-80.2102,#1e212b,4969.0,6381966.0,1
106,Chicago, IL,#BLM,Sun Jun 21 12:12:04 +0000 2020,41.8373,-87.6862,#1e212b,4612.0,8675982.0,2
107,California, USA,#BLM,Sun Jun 21 12:11:58 +0000 2020,36.924938936877076,-120.18747089700997,#1e212b,956.9958139534883,39607.22724252492,1
108,Detroit, MI,#BLM,Sun Jun 21 12:11:58 +0000 2020,42.3834,-83.1024,#1e212b,1873.0,3522206.0,1
109,Effingham, IL,#BLM,Sun Jun 21 12:11:51 +0000 2020,39.1207,-88.5509,#1e212b,477.0,14092.0,1
110,Cincinnati, OH,#BLM,Sun Jun 21 12:11:49 +0000 2020,39.1412,-84.506,#1e212b,1493.0,1648254.0,1
111,Cleveland, OH,#BLM,Sun Jun 21 12:11:44 +0000 2020,41.4767,-81.6805,#1e212b,1915.0,1730363.0,1
113,Philadelphia, PA,#BLM,Sun Jun 21 12:11:31 +0000 2020,40.0077,-75.1339,#1e212b,4547.0,5637884.0,1
115,Minnesota, USA,#BLM,Sun Jun 21 12:11:17 +0000 2020,45.4967491638796,-94.2840231884058,#1e212b,328.11371237458195,8110.9988851727985,1
120,Chicago, IL,#BLM,Sun Jun 21 12:10:49 +0000 2020,41.8373,-87.6862,#1e212b,4612.0,8675982.0,2
123,Washington, DC,#MAGA,Sun Jun 21 02:12:03 +0000 2020,38.9047,-77.0163,#ffc800,4382.0,5289420.0,1
124,Virginia, USA,#MAGA,Sun Jun 21 12:12:15 +0000 2020,37.7647656996587,-78.37606126279863,#ffc800,544.5238907849829,13988.131399317406,1
126,Mobile, AL,#MAGA,Sun Jun 21 12:12:10 +0000 2020,30.6782,-88.1163,#ffc800,526.0,318084.0,1
127,Mississippi, USA,#MAGA,Sun Jun 21 12:12:08 +0000 2020,32.897958448753464,-89.6104265927978,#ffc800,238.14681440443212,5752.02216066482,1
128,Florida, USA,#MAGA,Sun Jun 21 12:12:05 +0000 2020,28.1400878021978,-82.12263065934067,#ffc800,927.0826373626373,33241.92747252747,2
129,New Concord,Ohio,#MAGA,Sun Jun 21 12:12:00 +0000 2020,39.9948,-81.7379,#ffc800,537.0,2677.0,1
130,Pensacola, FL,#MAGA,Sun Jun 21 12:12:00 +0000 2020,30.4427,-87.1886,#ffc800,897.0,344400.0,1
131,Alabama, Mississippi,#MAGA,Sun Jun 21 12:11:57 +0000 2020,32.94153133561644,-86.74674229452056,#ffc800,145.04965753424656,7362.020547945205,1
133,Georgia, USA,#MAGA,Sun Jun 21 12:11:55 +0000 2020,32.96564403225806,-83.57147564516129,#ffc800,315.7548387096774,17340.274193548386,2
134,Oneonta, NY,#MAGA,Sun Jun 21 12:11:55 +0000 2020,42.4551,-75.0666,#ffc800,1244.0,17422.0,1
135,White Hall, AR,#MAGA,Sun Jun 21 12:11:50 +0000 2020,34.2737,-92.1005,#ffc800,279.0,5054.0,1
138,Michigan, USA,#MAGA,Sun Jun 21 12:11:45 +0000 2020,43.47372115942029,-84.86635913043477,#ffc800,503.21159420289854,15115.937681159421,1
139,New Smyrna Beach, FL,#MAGA,Sun Jun 21 12:11:44 +0000 2020,29.0249,-80.965,#ffc800,272.0,26470.0,1
140,Louisiana, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,30.981620886075948,-91.83754514767932,#ffc800,337.1308016877637,10326.888185654008,1
141,Florida, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,28.1400878021978,-82.12263065934067,#ffc800,927.0826373626373,33241.92747252747,2
142,South Carolina, USA,#MAGA,Sun Jun 21 12:11:42 +0000 2020,34.02741446700507,-81.11013807106599,#ffc800,310.6446700507614,11497.964467005077,1
143,New Jersey, USA,#MAGA,Sun Jun 21 12:11:40 +0000 2020,40.32016673040153,-74.52402217973231,#ffc800,1469.2390057361376,10892.99808795411,1
144,Arkansas, USA,#MAGA,Sun Jun 21 12:11:38 +0000 2020,35.07553649906891,-92.35809255121043,#ffc800,199.72625698324023,4858.420856610801,1
145,Cleveland, OH,#MAGA,Sun Jun 21 12:11:37 +0000 2020,41.4767,-81.6805,#ffc800,1915.0,1730363.0,1
146,Manhattan, NY,#MAGA,Sun Jun 21 12:11:35 +0000 2020,40.7834,-73.9662,#ffc800,27799.0,1643734.0,1
148,Georgia, USA,#MAGA,Sun Jun 21 12:11:31 +0000 2020,32.96564403225806,-83.57147564516129,#ffc800,315.7548387096774,17340.274193548386,2
149,Dallas, TX,#MAGA,Sun Jun 21 12:11:31 +0000 2020,32.7936,-96.7662,#ffc800,1524.0,5733259.0,1
